Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Due date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Custom field (Severity),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
Create Transaction section,MTFP-20,10019,,Story,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:23 PM,12/Jun/23 11:09 PM,12/Jun/23 11:09 PM,12/Jun/23 11:09 PM,,Create XYZ Bank application,,0,,,,"* Transactions – this section will show all the transaction that the customer has made by deposit or by withdrawal money. The transaction section will shown the following fields: Date-Time – that will show when the transaction was made by date and hour, the amount – will display the amount of money that were in the transaction and the Transaction type that will be either credit or debit type.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,MTFP-59,MTFP-58,MTFP-57,,,,,,,,,,,,,,,MTFP-3,Create the Customer Login section ,,,,,,,0|i00047:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
Create Customer login section,MTFP-19,10018,,Story,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 6:22 PM,12/Jun/23 11:09 PM,12/Jun/23 11:09 PM,12/Jun/23 11:09 PM,,Create XYZ Bank application,,0,,,,"The customer can login and use the app only after the bank manager will create an customer account for him. After the customer is created into the system, the customer, client, can login by himself into the application by follow the next steps:

Go to the app: [XYZ Bank (globalsqa.com)|https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account] select the customer login field, after that, select his own name in the field your name and press the Login button.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,MTFP-36,MTFP-55,,,,,,,,,,,,,,,,MTFP-3,Create the Customer Login section ,,,,,,,0|i0003z:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
Relate the customer section with the add customer and open account section,MTFP-18,10017,10015,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 5:33 PM,11/Jun/23 1:22 PM,13/Jun/23 5:16 PM,11/Jun/23 1:22 PM,,Create XYZ Bank application,,0,,,,"The customer section it’s created to see the details of all the customers and their bank account and it should take all those dates from the system. 

The customer section should display the customer id, first name, last name, ssn, bank account, currency of all the customer and the bank manager has the right to delete any of those customers in the limit of the low, based on the bank protocol that exists.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,05/Jun/23 5:38 PM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;customers section.jpg;https://cismaruanamaria.atlassian.net/rest/api/3/attachment/content/10001,,,,,,,,,,,,,,,,,,0|i0003r:,,,MTFP Sprint 1,,,,,,,,,,,10015,Create Customer section,Done
Create the Delete customer button,MTFP-17,10016,10015,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 5:30 PM,11/Jun/23 1:22 PM,13/Jun/23 5:16 PM,11/Jun/23 1:22 PM,,,,0,,,,"* Delete customer – when the bank manager want s to delete a customer, he can be able to do that only by pressing the delete button.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003j:,,,MTFP Sprint 1,,,,,,,,,,,10015,Create Customer section,Done
Create Customer section,MTFP-16,10015,,Story,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 5:29 PM,12/Jun/23 11:09 PM,12/Jun/23 11:08 PM,12/Jun/23 11:09 PM,,Create XYZ Bank application,,0,AddCustomer,BankManager,,"When pressing the customer section it should be a list with all the customers that have been created and the list should contain the details of the customer and the possibility to delete the customer from the bank fields.

The section should contain the following fields: Customer ID, First name, Last name, SSN, Account number, Currency and the delete button.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,MTFP-54,MTFP-60,MTFP-56,MTFP-53,MTFP-51,MTFP-52,,,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i0003b:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
Create Process button,MTFP-15,10014,10010,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:29 PM,11/Jun/23 1:22 PM,13/Jun/23 5:16 PM,11/Jun/23 1:22 PM,,,,0,,,,* Process button – press the process button to can successfully open an account. The message should be desplay: “Account created successfully with account Number: “,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:,,,MTFP Sprint 1,,,,,,,,,,,10010,Open Account section,Done
Create Personal numeric code field,MTFP-14,10013,10010,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:29 PM,11/Jun/23 1:21 PM,13/Jun/23 5:16 PM,11/Jun/23 1:21 PM,,,,0,,,,* Personal Numeric Code – enter the personal numeric code that was automatically sent to your email address when you have created a new customer. It is a numeric code formed by 7 numbers. This field is a required field.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0002v:,,,MTFP Sprint 1,,,,,,,,,,,10010,Open Account section,Done
Create Currency field,MTFP-13,10012,10010,Sub-task,In Progress,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:29 PM,05/Jun/23 6:53 PM,13/Jun/23 5:16 PM,,,,,0,,,,* Currency: - you should be able to choose from the drop down the actual currency that you want your account to have. You can choose it from the drop down list with all the currency existing at this time. This field is a required field.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0002n:,,,MTFP Sprint 1,,,,,,,,,,,10010,Open Account section,In Progress
Create Customer field ,MTFP-12,10011,10010,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:29 PM,11/Jun/23 1:21 PM,13/Jun/23 5:16 PM,11/Jun/23 1:21 PM,,,,0,,,,* Customer – you should choose the new customer’s name that you have created previously. You can either type or select it from the drop down. This field is a required field.,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0002f:,,,MTFP Sprint 1,,,,,,,,,,,10010,Open Account section,Done
Open Account section,MTFP-11,10010,,Story,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:25 PM,12/Jun/23 11:08 PM,12/Jun/23 11:08 PM,12/Jun/23 11:08 PM,,Create XYZ Bank application,,0,BankManager,,,"As a customer or a bank manager I want to be able to open an account. All I need is to go to open account sectio and the following fields will appear into the modal: customer, currency, personal numeric code. After all those fields were completed, I can press the Process button and the account will be created and will show the message: “Account created successfully with account Number: “",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,MTFP-49,MTFP-50,MTFP-44,MTFP-45,MTFP-46,MTFP-47,MTFP-48,,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i00027:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
Create Add Customer button,MTFP-10,10009,10003,Sub-task,In Progress,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:19 PM,05/Jun/23 3:22 PM,13/Jun/23 5:16 PM,,,Create XYZ Bank application,,0,,,,"* Add Customer button – should be white and when hover should be grey. After all the fields valid and completed and the user press add customer button, the message will be displayed: Customer added successfully with customer id:(the customer ‘s number).
* If you try to create a new customer without complete all the fields, then a message will be displayed: “Please fill out this field”.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001z:,,,MTFP Sprint 1,,,,,,,,,,,10003,Create Add Customer section into Bank Manager Login section,In Progress
Create Email address field,MTFP-9,10008,10003,Sub-task,In Progress,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:19 PM,11/Jun/23 1:21 PM,13/Jun/23 5:16 PM,,,Create XYZ Bank application,,0,,,,"* Email address: the customer should enter his valid email address. When the add customer button it’s pressed, an automatically email will be send to the new customer, that will be needed when he will open a new account.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001r:,,,MTFP Sprint 1,,,,,,,,,,,10003,Create Add Customer section into Bank Manager Login section,In Progress
Create SSN field,MTFP-8,10007,10003,Sub-task,In Progress,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:19 PM,05/Jun/23 6:52 PM,13/Jun/23 5:16 PM,,,Create XYZ Bank application,,0,,,,"* SSN (Social Security Number) - the customer should enter his real SSN, that will be formed by numeric characters. The field it’s a required field, so a new customer can’t be created without complete the field.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001j:,,,MTFP Sprint 1,,,,,,,,,,,10003,Create Add Customer section into Bank Manager Login section,In Progress
Create Post code field,MTFP-7,10006,10003,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:18 PM,11/Jun/23 1:21 PM,13/Jun/23 5:16 PM,11/Jun/23 1:21 PM,,Create XYZ Bank application,,0,,,,"The customer should enter his post code, that will be formed only by numeric characters. The field it’s a required field, so a new customer can’t be created without complete the field.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001b:,,,MTFP Sprint 1,,,,,,,,,,,10003,Create Add Customer section into Bank Manager Login section,Done
Create First name field,MTFP-6,10005,10003,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:13 PM,11/Jun/23 1:21 PM,13/Jun/23 5:16 PM,11/Jun/23 1:21 PM,,Create XYZ Bank application,,0,AddCustomer,BankManager,Login,"A customer should enter his real first name, that will be formed only with letters, no string. The field it’s a required field, so a new customer can’t be created without complete the field. ",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00013:,,,MTFP Sprint 1,,,,,,,,,,,10003,Create Add Customer section into Bank Manager Login section,Done
Create Last Name field,MTFP-5,10004,10003,Sub-task,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Medium,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:13 PM,11/Jun/23 1:21 PM,13/Jun/23 5:16 PM,11/Jun/23 1:21 PM,,Create XYZ Bank application,,0,,,,"A customer should enter his real Last name, that will be formed only with letters, no string. The field it’s a required field, so a new customer can’t be created without complete the field. ",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0000v:,,,MTFP Sprint 1,,,,,,,,,,,10003,Create Add Customer section into Bank Manager Login section,Done
Create Add Customer section into Bank Manager Login section,MTFP-4,10003,,Story,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 3:00 PM,12/Jun/23 11:08 PM,12/Jun/23 11:08 PM,12/Jun/23 11:08 PM,,Create XYZ Bank application,,0,AddCustomer,Login,,"# Add Customer – when pressing the add customer button, the app will open the fields to can create a new customer. The modal will contain the following fields: First name, last name, post code, SSN, email address and the add customer button.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,MTFP-37,MTFP-38,MTFP-39,MTFP-40,MTFP-41,MTFP-42,MTFP-43,,,,,,,,,,,MTFP-2,Create the Bank Manager Login section,,,,,,,0|i0000n:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
Create the Customer Login section ,MTFP-3,10002,,Epic,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 2:53 PM,12/Jun/23 8:08 PM,05/Jun/23 7:18 PM,05/Jun/23 6:51 PM,,Create XYZ Bank application,,0,CustomerLogin,Login,,"h5. The XYZ Bank app should be both used by the bank’s authorized personal, like the manager and by the customer directly.

h5. The customer can login and use the app only after the bank manager will create an customer account for him. After the customer is created into the system, the customer, client, can login by himself into the application by follow the next steps:

h5. Go to the app: [XYZ Bank (globalsqa.com)|https://www.globalsqa.com/angularJs-protractor/BankingProject/#/account] select the customer login field, after that, select his own name in the field your name and press the Login button.

h5. The customer section will then show the following fields: Transactions, Deposit, Withdrawal - section that the customer can check, the Logout and Home button.

h5. The account number, balance and currency will be also shown with the details of the moment shown. ",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,05/Jun/23 2:52 PM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;Home screen.jpg;https://cismaruanamaria.atlassian.net/rest/api/3/attachment/content/10000,05/Jun/23 5:50 PM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;customer.jpg;https://cismaruanamaria.atlassian.net/rest/api/3/attachment/content/10002,,,,,,,,ghx-label-2,,,Create Customer Login section,To Do,,dark_yellow,,,0|i0000f:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
Create the Bank Manager Login section,MTFP-2,10001,,Epic,Done,MTFP,Manual Testing Final Project,software,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,Highest,Done,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,05/Jun/23 2:51 PM,12/Jun/23 1:51 AM,05/Jun/23 6:59 PM,05/Jun/23 6:51 PM,,Create XYZ Bank application,,0,BankManager,Login,,"h5. When entering the application it should display a screen with the possibility to select Bank Manager Login or Customer Login.The bank manager login section will be used to create a new customer, to open an new account and to have the a list with all the details of all the customers of the XYZ Bank.

The bank manager login section will contain the following: 

* Add customer section
* Open account section
* Customers section

h5. A customer should be able to login by himself into his own account only after the bank manager has created one for  the client.",,Cismaru Ana Maria,712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf,,,,,,,,,,,,,,,,,,05/Jun/23 7:04 PM;712020:43b2ecce-d352-4fc6-88a5-2a8374526fbf;account created succesfully.jpg;https://cismaruanamaria.atlassian.net/rest/api/3/attachment/content/10003,,,,,,,,,ghx-label-11,,,Create Bank Manager Login section,To Do,,teal,,,0|i00007:,,,MTFP Sprint 1,,,,,,,,,,,,,Done
